48.370000,3182.060000,30.000000
48.370000,3183.610000,45.000000
48.370000,3185.160000,45.000000
48.370000,3186.720000,45.000000
48.370000,3188.270000,45.000000
48.370000,3189.820000,45.000000
48.370000,3191.370000,45.000000
48.370000,3192.920000,45.000000
48.370000,3194.480000,45.000000
48.370000,3196.030000,45.000000
48.380000,3197.580000,45.000000
48.380000,3199.130000,45.000000
48.380000,3200.680000,45.000000
48.380000,3202.240000,45.000000
48.380000,3203.790000,45.000000
48.380000,3205.340000,45.000000
48.390000,3206.890000,45.000000
48.400000,3208.440000,45.000000
48.400000,3209.990000,45.000000
48.410000,3211.550000,45.000000
48.420000,3213.100000,45.000000
48.430000,3214.650000,45.000000
48.430000,3216.200000,45.000000
48.440000,3217.750000,45.000000
48.450000,3219.300000,45.000000
48.470000,3220.860000,45.000000
48.470000,3222.410000,45.000000
48.480000,3223.960000,45.000000
48.490000,3225.510000,45.000000
48.500000,3227.060000,45.000000
48.510000,3228.610000,45.000000
48.520000,3230.170000,45.000000
48.530000,3231.720000,45.000000
48.540000,3233.270000,45.000000
48.540000,3234.820000,45.000000
48.550000,3236.370000,45.000000
48.560000,3237.920000,45.000000
48.560000,3239.480000,45.000000
48.570000,3241.030000,45.000000
48.580000,3242.580000,45.000000
48.580000,3244.130000,45.000000
48.590000,3245.680000,45.000000
48.600000,3247.240000,45.000000
48.610000,3248.790000,45.000000
48.630000,3250.340000,45.000000
48.630000,3251.890000,45.000000
48.640000,3253.440000,45.000000
48.650000,3255.000000,45.000000
48.660000,3256.550000,45.000000
48.670000,3258.100000,45.000000
48.680000,3259.650000,45.000000
48.690000,3261.200000,45.000000
48.700000,3262.750000,45.000000
48.710000,3264.310000,45.000000
48.710000,3265.860000,45.000000
48.710000,3267.410000,45.000000
48.720000,3268.960000,45.000000
48.730000,3270.510000,45.000000
48.740000,3272.070000,45.000000
48.750000,3273.620000,45.000000
48.760000,3275.170000,45.000000
48.760000,3276.720000,45.000000
48.770000,3278.270000,45.000000
48.770000,3279.830000,45.000000
48.780000,3281.380000,45.000000
48.790000,3282.930000,45.000000
48.800000,3284.480000,45.000000
48.800000,3286.030000,45.000000
48.810000,3287.590000,45.000000
48.820000,3289.140000,45.000000
48.820000,3290.690000,45.000000
48.830000,3292.240000,45.000000
48.840000,3293.790000,45.000000
48.850000,3295.350000,45.000000
48.860000,3296.900000,45.000000
48.870000,3298.450000,45.000000
48.880000,3300.000000,45.000000
48.890000,3301.550000,45.000000
48.900000,3303.110000,45.000000
48.910000,3304.660000,45.000000
48.920000,3306.210000,45.000000
48.930000,3307.760000,45.000000
48.930000,3309.310000,45.000000
48.940000,3310.870000,45.000000
48.960000,3312.420000,45.000000
48.970000,3313.970000,45.000000
48.980000,3315.520000,45.000000
48.990000,3317.070000,45.000000
49.000000,3318.630000,45.000000
49.010000,3320.180000,45.000000
49.020000,3321.730000,45.000000
49.030000,3323.280000,45.000000
49.040000,3324.830000,45.000000
49.050000,3326.390000,45.000000
49.060000,3327.940000,45.000000
49.060000,3329.490000,45.000000
49.070000,3331.040000,45.000000
49.080000,3332.590000,45.000000
49.100000,3334.150000,45.000000
49.110000,3335.700000,45.000000
49.120000,3337.250000,45.000000
49.130000,3338.800000,45.000000
49.140000,3340.350000,45.000000
49.150000,3341.900000,45.000000
49.160000,3343.460000,45.000000
49.170000,3345.010000,45.000000
49.180000,3346.560000,45.000000
49.190000,3348.110000,45.000000
49.200000,3349.660000,45.000000
49.210000,3351.220000,45.000000
49.220000,3352.770000,45.000000
49.230000,3354.320000,45.000000
49.240000,3355.870000,45.000000
49.250000,3357.420000,45.000000
49.260000,3358.980000,45.000000
49.260000,3360.530000,45.000000
49.270000,3362.080000,45.000000
49.280000,3363.630000,45.000000
49.280000,3365.180000,45.000000
49.300000,3366.740000,45.000000
49.310000,3368.290000,45.000000
49.320000,3369.840000,45.000000
